"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed"
2025,"Central Arkansas",67.4138,209,66.3168,228,99.1678,316,97.6423,327,115.32,344,115.798,336,-18.1553,346,""
2025,"Central Connecticut",66.1223,283,65.7469,265,104.99,203,99.7232,298,94.7891,7,101.484,78,-1.76103,183,""
2025,"Central Michigan",68.456,155,67.1339,188,105.496,186,105.303,207,107.753,217,108.39,212,-3.08781,199,""
2025,"Charleston",70.1206,68,70.0179,50,107.391,149,106.042,192,103.712,109,105.395,145,0.646973,153,""
2025,"Charleston Southern",68.9002,130,67.2549,178,100.645,302,99.6556,300,113.05,333,111.626,276,-11.9709,302,""
2025,"Charlotte",65.3727,314,64.7939,305,105.382,188,104.52,215,112.753,327,112.278,284,-7.7587,257,""
2025,"Chattanooga",67.4023,210,66.4504,218,115.344,28,115.162,58,107.818,220,110.231,246,4.93126,110,""
2025,"Chicago St.",69.0067,122,68.2366,118,90.1502,361,91.8495,362,112.914,330,116.163,341,-24.313,362,""
2025,"Cincinnati",66.1212,284,65.4285,280,106.262,172,110.524,100,99.7167,39,95.7158,24,14.8086,55,""
2025,"Clemson",65.0748,324,64.2485,327,115.072,32,118.657,24,98.5179,24,94.7322,16,23.9249,18,"5"
2025,"Cleveland St.",66.0579,287,65.2549,288,105.248,196,103.681,228,101.706,74,104.063,118,-0.382455,168,""
2025,"Coastal Carolina",64.172,348,63.1775,350,102.206,271,100.391,288,112.218,321,115.426,333,-15.0349,329,""
2025,"Colgate",66.6717,252,67.1691,186,106.14,174,104.624,213,108.366,236,112.567,295,-7.94293,260,""
2025,"Colorado",68.1646,168,67.6318,149,101.879,278,108.786,137,104.315,132,99.2518,52,9.53375,81,""
2025,"Colorado St.",66.2955,271,65.9525,252,112.599,53,116.224,43,100.329,47,98.9322,49,17.2919,42,"12"
2025,"Columbia",71.381,32,70.655,30,108.284,129,106.302,186,112.772,328,115.864,338,-9.56146,278,""
2025,"Connecticut",64.5293,340,63.7051,344,118.148,11,121.928,14,104.135,127,102.59,94,19.3389,35,"8"
2025,"Coppin St.",68.8823,131,67.6902,147,88.6941,363,87.3266,363,111.307,301,111.618,275,-24.2914,361,""
2025,"Cornell",72.0602,19,70.8582,26,116.066,20,114.898,61,109.203,257,111.514,273,3.38318,128,""
2025,"Creighton",67.6333,192,67.0295,192,110.76,81,116.921,34,102.225,81,98.2137,42,18.7077,37,"9"
2025,"CSUN",72.7986,9,72.2625,8,109.41,109,109.064,129,101.208,66,103.966,112,5.09753,107,""
2025,"Dartmouth",71.611,24,70.9197,24,103.17,249,100.139,293,102.126,80,103.441,105,-3.30202,205,""
2025,"Davidson",66.3406,270,65.8773,257,108.74,121,109.728,112,107.716,216,108.164,207,1.56415,148,""
2025,"Dayton",66.1271,281,65.8518,259,112.175,63,115.609,51,105.391,164,104.623,129,10.9864,74,""
2025,"Delaware",70.0772,71,70.324,41,109.439,108,109.33,124,112.61,325,114.909,325,-5.57865,232,""
2025,"Delaware St.",71.3075,34,70.1941,45,104.733,210,101.698,265,109.18,256,114.186,316,-12.4878,307,""
2025,"Denver",68.0079,178,66.3802,224,101.508,284,98.6887,316,112.189,320,111.228,266,-12.5392,309,""
2025,"DePaul",67.6174,194,66.8809,205,105.154,199,109.624,116,107.853,221,105.285,140,4.33849,118,""
2025,"Detroit Mercy",67.5904,197,66.9497,197,96.1809,343,95.0677,347,111.536,306,112.084,280,-17.0163,337,""
2025,"Drake",59.5278,364,58.8047,364,113.293,45,112.597,76,98.3466,22,98.4566,46,14.1399,58,"11"
2025,"Drexel",63.9107,353,62.9428,355,106.776,162,103.929,223,103.597,105,105.98,154,-2.05026,187,""
2025,"Duke",66.5794,256,65.7242,266,124.282,1,127.954,3,93.0646,3,89.7995,4,38.1544,1,"1"
2025,"Duquesne",65.439,310,65.2138,289,103.751,233,106.095,191,103.151,99,103.251,101,2.84463,132,""
2025,"East Carolina",67.3023,219,66.5839,214,107.942,137,106.849,173,107.566,213,107.944,203,-1.09498,176,""
2025,"East Tennessee St.",65.5154,306,65.0354,296,109.524,106,106.763,176,103.198,101,104.866,133,1.89695,141,""
2025,"East Texas A&M",67.8148,188,67.2615,177,94.6543,354,96.4815,339,110.075,280,111.564,274,-15.0825,330,""
2025,"Eastern Illinois",66.9832,233,66.1317,238,94.2697,356,93.5008,357,103.965,116,106.873,177,-13.3726,315,""
2025,"Eastern Kentucky",67.9578,182,67.5631,155,110.763,80,109.628,115,110.078,281,111.355,270,-1.72727,182,""
2025,"Eastern Michigan",68.2313,166,67.1708,185,106.312,171,104.289,217,111.892,312,113.998,313,-9.70872,281,""
2025,"Eastern Washington",67.7775,190,66.8337,207,102.614,262,101.752,261,112.65,326,112.766,304,-11.0143,294,""
2025,"Elon",65.3301,315,65.0619,294,108.823,120,107.387,158,107.496,209,110.388,249,-3.00028,197,""
2025,"Evansville",66.8815,240,66.795,209,97.0866,334,98.232,321,106.886,193,106.26,164,-8.02815,262,""
2025,"Fairfield",66.4753,264,65.985,247,99.9799,312,98.1583,322,110.114,282,114.092,314,-15.9342,333,""
2025,"Fairleigh Dickinson",68.5815,146,69.1141,72,101.241,290,98.2966,319,106.505,181,110.804,259,-12.5078,308,""
2025,"FIU",69.2647,107,68.3143,114,96.2576,342,96.5736,338,104.013,118,104.104,120,-7.53061,254,""
2025,"Florida",70.8342,44,69.5882,59,120.446,5,128.6,1,97.6802,20,92.4375,10,36.1627,2,"1"
2025,"Florida A&M",68.4621,154,67.1168,189,100.75,299,101.522,269,111.09,298,115.227,329,-13.7049,317,""
2025,"Florida Atlantic",69.5193,93,68.7239,93,110.875,77,112.323,82,108.289,234,107.875,202,4.4488,115,""
2025,"Florida Gulf Coast",65.6524,305,65.1649,292,110.153,90,108.11,147,106.512,183,108.79,219,-0.679387,172,""
2025,"Florida St.",70.2895,59,69.4944,62,105.368,189,108.772,138,103.217,102,100.333,61,8.43941,89,""
2025,"Fordham",70.1996,65,69.4518,63,103.309,247,106.39,181,110.824,293,111.663,277,-5.27283,229,""
2025,"Fresno St.",70.8473,43,70.4954,33,97.4179,333,100.848,280,110.982,295,108.52,214,-7.67209,255,""
2025,"Furman",66.5034,262,65.9273,253,110.577,83,109.649,114,105.644,169,107.322,191,2.32699,137,""
2025,"Gardner Webb",70.1472,66,68.9487,81,104.814,207,103.008,239,111.474,305,111.132,264,-8.12407,264,""
2025,"George Mason",65.0546,326,64.5463,317,105.469,187,105.951,196,95.6531,9,95.6484,22,10.303,78,""
2025,"George Washington",67.0292,231,66.749,211,107.6,146,107.992,148,100.422,51,103.342,103,4.65005,113,""
2025,"Georgetown",68.2621,164,68.2088,120,104.824,206,108.339,143,100.908,64,99.4896,55,8.84907,87,""
2025,"Georgia",68.5473,149,66.4126,221,110.152,91,115.396,54,101.242,67,96.0081,26,19.3878,34,"9"
2025,"Georgia Southern",69.9412,80,69.3846,66,104.252,225,102.61,244,107.38,207,109.599,233,-6.98896,251,""
2025,"Georgia St.",69.4548,99,68.8942,84,106.557,167,106.388,182,112.98,332,114.627,320,-8.23897,266,""
2025,"Georgia Tech",69.0979,115,68.5441,105,104.559,218,107.679,152,103.733,110,100.539,65,7.14042,94,""
2025,"Gonzaga",70.5386,53,70.1658,46,121.239,3,123.564,9,97.5072,18,96.2729,29,27.2907,9,"8"
2025,"Grambling St.",66.1147,285,63.7699,341,97.0352,335,95.168,346,104.037,122,109.078,225,-13.9099,319,""
2025,"Grand Canyon",72.5662,13,71.4362,14,107.787,140,107.814,149,95.8496,10,100.591,67,7.22297,93,"13"
2025,"Green Bay",69.0921,116,68.891,85,100.806,298,100.681,283,116.291,351,116.779,345,-16.0987,334,""
2025,"Hampton",65.9511,290,65.4965,275,105.223,197,103.711,227,106.702,187,107.844,200,-4.13294,215,""
2025,"Harvard",66.9894,232,65.4905,276,101.456,285,101.206,274,107.62,214,108.879,221,-7.67346,256,""
2025,"Hawaii",66.8863,239,65.8452,260,102.647,260,103.121,236,106.685,185,107.84,199,-4.71916,224,""
2025,"High Point",67.1662,226,66.4109,222,121.342,2,118.451,25,104.975,153,109.147,227,9.30421,84,"13"
2025,"Hofstra",64.3427,343,63.5905,348,98.5937,320,97.912,325,100.414,50,102.409,93,-4.49659,220,""
2025,"Holy Cross",65.9258,292,65.9608,251,103.156,250,101.797,260,110.995,296,115.715,335,-13.918,320,""
2025,"Houston",62.4183,360,61.4245,360,116.89,18,123.226,10,91.9137,1,87.7815,2,35.4443,3,"1"
2025,"Houston Christian",64.8637,328,64.7486,312,99.6008,313,100.528,286,108.002,227,110.097,243,-9.56912,279,""
2025,"Howard",70.8071,45,69.9398,51,105.851,181,103.652,229,113.077,334,116.86,346,-13.2078,312,""
2025,"Idaho",66.7373,250,66.2332,230,107.921,139,107.261,164,114.722,343,116.722,344,-9.46135,276,""
2025,"Idaho St.",66.6539,253,65.9776,249,107.973,136,105.866,198,107.793,219,109.676,236,-3.80919,210,""
2025,"Illinois",72.3857,16,71.3262,18,115.12,30,121.626,15,102.486,87,98.0619,41,23.5646,20,"6"
2025,"Illinois Chicago",68.7391,141,69.0837,73,105.749,182,106.922,172,108.077,229,107.792,197,-0.869703,174,""
2025,"Illinois St.",66.0566,288,65.7,267,112.632,52,111.87,90,109.68,268,109.91,241,1.96018,140,""
2025,"Incarnate Word",64.5308,339,64.1497,330,106.927,159,105.991,194,108.545,241,112.572,296,-6.58069,248,""
2025,"Indiana",69.0921,117,67.8936,136,107.743,142,113.62,68,103.934,115,97.4379,38,16.1822,48,""
2025,"Indiana St.",72.0953,18,72.1846,9,108.267,130,109.023,132,111.402,302,112.27,283,-3.24699,201,""
2025,"Iona",68.5951,145,68.0444,129,101.15,292,98.6276,317,101.862,76,106.527,169,-7.8991,258,""
2025,"Iowa",71.3973,30,69.5447,61,114.858,35,119.572,19,111.438,303,106.759,173,12.8131,64,""
2025,"Iowa St.",69.4841,95,68.5585,102,113.82,41,119.432,20,96.4765,14,92.4359,9,26.9956,10,"3"
2025,"IU Indy",65.9289,291,64.7775,307,109.334,111,109.491,119,120.307,363,122.852,363,-13.3612,314,""
2025,"Jackson St.",70.064,73,68.259,115,100.748,300,100.303,290,104.533,143,106.913,178,-6.61014,249,""
2025,"Jacksonville",68.4016,160,67.3897,168,104.151,226,101.716,263,103.886,114,103.15,99,-1.43457,179,""
2025,"Jacksonville St.",65.4198,312,64.7588,310,107.621,144,109.281,126,105.64,168,105.356,142,3.92507,123,""
2025,"James Madison",65.1573,321,64.8327,303,109.927,97,110.426,101,108.503,240,110.331,248,0.0941727,162,""
2025,"Kansas",69.1559,110,68.3503,113,109.004,116,115.97,47,98.7957,27,92.712,11,23.2578,21,"7"
2025,"Kansas City",65.6539,304,64.4544,320,103.535,239,100.371,289,107.194,201,106.256,163,-5.88499,235,""
2025,"Kansas St.",67.9104,183,66.967,196,103.643,237,109.353,122,102.402,86,97.1478,36,12.2056,67,""
2025,"Kennesaw St.",70.6111,52,70.2596,42,103.821,232,107.016,170,103.88,112,103.897,111,3.11918,130,""
2025,"Kent St.",67.6298,193,66.05,244,107.036,158,105.397,205,100.545,53,102.751,96,2.64665,136,""
2025,"Kentucky",72.7146,11,70.9288,23,116.923,17,123.783,8,106.759,191,99.5253,57,24.2581,16,"3"
2025,"La Salle",69.6583,89,68.5505,103,101.544,283,103.712,226,108.123,231,108.324,209,-4.61221,222,""
2025,"Lafayette",65.925,293,66.098,240,101.882,277,98.0729,324,104.351,135,108.744,218,-10.6713,289,""
2025,"Lamar",65.8074,299,65.3577,282,102.261,270,101.974,254,101.18,65,102.15,87,-0.176276,166,""
2025,"Le Moyne",68.4171,158,68.5239,107,102.149,272,101.154,275,116.039,347,121.807,361,-20.6527,354,""
2025,"Lehigh",66.8114,244,67.2247,179,101.928,276,100.632,284,107.542,211,110.838,260,-10.2054,282,""
2025,"Liberty",66.4331,265,65.3141,284,111.512,69,112.451,80,96.8666,17,98.9175,48,13.5333,62,"12"
2025,"Lindenwood",69.8568,83,69.5733,60,96.0029,344,94.0736,354,104.49,141,108.838,220,-14.7646,326,""
2025,"Lipscomb",67.3035,218,65.8682,258,115.488,25,112.665,75,100.691,57,103.179,100,9.48591,83,"14"
2025,"Little Rock",67.8974,184,66.8956,203,100.288,308,99.1152,306,98.571,25,104.17,122,-5.05521,227,""
2025,"LIU",65.0555,325,64.7704,308,98.99,317,94.8545,352,99.6538,35,105.232,139,-10.3777,285,""
2025,"Long Beach St.",65.6743,302,64.0026,334,98.9555,318,101.811,258,113.904,338,113.89,312,-12.0791,303,""
2025,"Longwood",70.2866,61,68.9737,78,108.989,117,105.933,197,108.277,233,109.795,239,-3.86208,211,""
2025,"Louisiana",66.3868,268,66.1667,235,97.0194,336,97.7193,326,109.714,271,111.201,265,-13.4821,316,""
2025,"Louisiana Monroe",67.969,181,67.6393,148,96.4496,341,96.0852,341,112.417,324,114.421,319,-18.3361,350,""
2025,"Louisiana Tech",65.832,296,64.407,323,106.745,163,108.866,136,103.976,117,105.171,138,3.69539,126,""
2025,"Louisville",69.0231,121,68.7455,90,113.399,44,118.114,29,99.6724,37,95.4734,21,22.6402,23,"8"
2025,"Loyola Chicago",67.3461,212,66.889,204,106.623,166,107.352,160,101.585,72,102.322,91,5.02993,109,""
2025,"Loyola Marymount",68.4097,159,67.1433,187,102.687,258,104.146,220,105.329,162,103.625,107,0.521459,155,""
2025,"Loyola MD",66.6936,251,66.5231,216,102.754,257,100.449,287,107.656,215,112.8,305,-12.3503,306,""
2025,"LSU",69.474,96,67.9048,135,104.802,208,109.003,134,104.851,151,100.35,62,8.65336,88,""
2025,"Maine",66.4832,263,65.8848,256,103.534,240,100.097,294,100.436,52,104.51,127,-4.41307,218,""
2025,"Manhattan",67.4241,208,67.4431,163,110.129,94,108.456,142,108.365,235,114.347,318,-5.89088,236,""
2025,"Marist",64.1908,346,64.0498,332,101.438,286,97.1439,333,99.2476,32,106.242,162,-9.09852,271,""
2025,"Marquette",68.1294,172,67.5604,156,112.213,62,117.663,32,100.274,46,96.084,28,21.5789,28,"7"
2025,"Marshall",68.9147,127,68.651,98,108.116,134,106.293,188,104.489,139,106.813,175,-0.520451,169,""
2025,"Maryland",70.7574,47,69.7995,56,114.918,33,118.136,28,94.8324,8,91.7865,6,26.3494,12,"4"
2025,"Maryland Eastern Shore",67.4384,207,65.5409,274,94.4018,355,95.7732,342,117.571,355,118.42,357,-22.6466,358,""
2025,"Massachusetts",70.7115,49,70.2312,44,100.426,306,102.307,248,105.373,163,106.432,168,-4.12531,214,""
2025,"McNeese",65.821,297,65.3487,283,114.387,39,114.253,63,97.5513,19,100.567,66,13.6856,59,"12"
2025,"Memphis",71.3607,33,70.7977,27,111.221,73,113.136,72,101.601,73,97.7819,40,15.3543,51,"5"
2025,"Mercer",71.5554,25,70.9975,21,101.569,281,99.2256,304,106.134,177,107.25,188,-8.02396,261,""
2025,"Mercyhurst",64.4834,341,64.6735,314,100.606,304,98.742,314,110.069,279,116.577,342,-17.8347,342,""
2025,"Merrimack",64.6729,333,64.4191,322,101.032,295,99.8679,296,98.6836,26,102.023,84,-2.15493,188,""
2025,"Miami FL",67.596,196,67.424,164,108.641,124,113.476,70,118.481,359,115.978,340,-2.50144,192,""
2025,"Miami OH",70.1227,67,68.9445,83,110.45,84,107.757,150,104.057,123,107.02,181,0.737468,151,""
2025,"Michigan",70.6185,51,69.4392,65,109.802,100,115.994,46,100.244,44,93.7182,14,22.2758,25,"5"
2025,"Michigan St.",69.2266,108,67.7098,144,112.538,57,118.142,27,96.7934,16,90.5691,5,27.5733,8,"2"
2025,"Middle Tennessee",68.91,129,68.238,117,106.341,170,109.091,128,104.088,125,104.808,131,4.28282,119,""
2025,"Milwaukee",69.4035,101,68.6583,97,109.867,98,107.233,165,103.881,113,105.471,147,1.76213,144,""
2025,"Minnesota",63.7746,355,62.6005,357,104.661,213,110.127,108,107.342,203,101.691,80,8.43611,90,""
2025,"Mississippi",69.3352,102,68.0276,130,110.694,82,117.842,31,102.594,89,95.7535,25,22.0886,26,"6"
2025,"Mississippi St.",69.7482,86,68.1194,124,113.152,47,118.739,23,105.036,157,98.6336,47,20.105,32,"8"
