team,season,adj_off_eff,adj_def_eff,adj_tempo,adj_em,efficiency_differential,seed
Towson,2000,94.3540218163283,104.51421996982,68.2652076327178,-10.1601981534915,-10.160198153491706,
Alabama A&M,2000,89.3218845946682,99.5827992751041,75.2443469021756,-10.2609146804359,-10.260914680435889,
Nicholls St.,2000,89.4956556650984,100.195898881543,69.0499695412151,-10.7002432164443,-10.700243216444605,
Colgate,2000,91.4674056454622,102.215186014864,67.4260325251714,-10.7477803694015,-10.74778036940181,
UNC Asheville,2000,97.5872915636937,108.451385783921,71.0413467342298,-10.8640942202268,-10.864094220227301,
Coastal Carolina,2000,97.8926537971313,108.807573686465,71.2101511756353,-10.9149198893334,-10.914919889333703,
North Carolina A&T,2000,93.3988052069074,104.383063290193,74.3809274711808,-10.9842580832856,-10.984258083285596,
Western Carolina,2000,100.704720210149,111.694698994788,75.0694565734709,-10.9899787846384,-10.989978784638993,
Monmouth,2000,90.3528475437697,101.467409783482,62.3758133525207,-11.1145622397118,-11.1145622397123,
Chicago St.,2000,96.4684912879739,107.625869246235,68.4967630512267,-11.1573779582614,-11.157377958261094,
Texas Southern,2000,96.0223340012255,107.226471317661,69.5420651176245,-11.2041373164352,-11.204137316435492,
IUPUI,2000,91.4805771431342,102.828362660137,66.4441817417821,-11.3477855170023,-11.347785517002805,
Liberty,2000,89.6448928649162,101.008634311224,72.4737628016302,-11.3637414463082,-11.363741446307799,
North Texas,2000,100.262662316575,111.776781946126,77.88223236526,-11.5141196295515,-11.51411962955099,
Elon,2000,99.0473482775608,110.631810067877,70.9373318728673,-11.5844617903157,-11.584461790316197,
Cal St. Fullerton,2000,102.42697126997,114.055359035133,70.4818750282469,-11.6283877651633,-11.628387765162998,
Western Illinois,2000,95.1252741326637,106.765717887752,67.2761986558708,-11.6404437550887,-11.640443755088299,
Jackson St.,2000,90.1444817252537,101.850563093865,68.9979856054704,-11.7060813686116,-11.706081368611308,
South Carolina St.,2000,100.456055290406,112.230539787734,67.1129068091496,-11.7744844973284,-11.774484497328004,
Northwestern,2000,87.1587495903282,98.9605812547484,62.6313646397965,-11.8018316644202,-11.801831664420206,
Southern,2000,97.0179440672969,108.940644675927,73.3171770904058,-11.92270060863,-11.922700608630109,
Mercer,2000,94.0205023788256,106.564135954217,67.6021552635351,-12.5436335753917,-12.543633575391397,
Columbia,2000,91.8451485381601,104.557485251439,62.7977344869628,-12.7123367132786,-12.712336713278901,
Holy Cross,2000,88.8820139551501,101.968019839098,66.0314851867764,-13.0860058839482,-13.086005883947905,
Stetson,2000,98.7001934803884,111.84436723373,67.2186903933701,-13.1441737533417,-13.14417375334159,
St. Francis PA,2000,97.4966246835747,110.64841341129,64.0979330002214,-13.1517887277158,-13.1517887277153,
Rice,2000,88.4939616098818,101.662646570841,65.6461752710606,-13.1686849609589,-13.168684960959212,
Harvard,2000,93.0155581723347,106.658005859601,70.0201371297788,-13.6424476872667,-13.642447687266298,
Jacksonville,2000,95.8193952599211,109.481280593696,70.1228447248009,-13.661885333775,-13.661885333774904,
Belmont,2000,100.898008327075,114.855737820917,67.815459117784,-13.9577294938424,-13.957729493841995,
Tennessee St.,2000,94.7717488793867,109.080625287183,71.5318064719092,-14.3088764077968,-14.30887640779629,
Southeastern Louisiana,2000,91.3403602655405,105.714021557756,63.2891066176578,-14.373661292215,-14.373661292215502,
Stephen F. Austin,2000,94.0076746895237,108.420424625567,70.5834291976961,-14.4127499360429,-14.412749936043298,
San Diego St.,2000,89.9491948780697,104.399932915129,68.8813926460972,-14.450738037059,-14.450738037059295,
Denver,2000,94.0837285951008,108.86197904148,72.2107520179809,-14.7782504463787,-14.778250446379204,
High Point,2000,90.8835011068905,105.774543028664,71.2047454816881,-14.8910419217739,-14.891041921773493,
Buffalo,2000,91.8413621217798,106.84512188837,74.0278563740986,-15.0037597665905,-15.003759766590207,
Hartford,2000,90.6549850827383,105.884583344964,75.6581994471334,-15.2295982622262,-15.229598262225693,
Campbell,2000,96.2432062698565,111.606840867403,64.6829919176993,-15.363634597547,-15.363634597546493,
Alabama St.,2000,87.8964765888487,103.283574289459,68.2105015647,-15.3870977006103,-15.387097700610298,
Albany,2000,92.4637341928362,107.905977875489,67.4836713141925,-15.4422436826528,-15.442243682652801,
Arkansas Little Rock,2000,98.5231677665701,114.026730534046,68.761047001583,-15.5035627674759,-15.503562767475898,
Northeastern,2000,92.8231661764639,108.769925346184,69.1890369954829,-15.9467591697201,-15.946759169720096,
Dartmouth,2000,95.1109402596695,111.296992512339,67.9910316845507,-16.1860522526697,-16.186052252669498,
Mississippi Valley St.,2000,92.1803363353747,108.367678852914,73.4983306365095,-16.1873425175393,-16.187342517539292,
Boston University,2000,91.6579450399869,107.891045717723,63.3064260756862,-16.2331006777356,-16.233100677736104,
McNeese St.,2000,92.1290064211936,108.369645213957,72.9896803022408,-16.2406387927637,-16.240638792763406,
Lehigh,2000,93.2018047232653,109.487308079474,69.2272060369121,-16.285503356209,-16.285503356208707,
Cornell,2000,91.2655297529475,107.697340396458,67.8916473393946,-16.4318106435109,-16.431810643510502,
Norfolk St.,2000,93.8286444337843,110.288681600234,76.2637057864448,-16.4600371664499,-16.460037166449695,
Eastern Kentucky,2000,93.2058419623053,109.714238144922,71.8971746679604,-16.5083961826166,-16.508396182616707,
Mount St. Mary's,2000,94.3930426390597,111.074571155113,70.0484892166807,-16.6815285160537,-16.681528516053305,
VMI,2000,86.7641218972384,103.511792796064,75.7744635681956,-16.7476708988256,-16.747670898825604,
St. Peter's,2000,94.9271436557224,111.840925467777,70.653842135556,-16.9137818120541,-16.913781812054594,
LIU Brooklyn,2000,86.5539189310675,104.023950239925,70.8659903935284,-17.4700313088573,-17.4700313088575,
Brown,2000,93.9041533698042,112.054442455644,71.8119317599655,-18.15028908584,-18.150289085839788,
Loyola MD,2000,89.2087235333325,107.377249883329,69.6571925226655,-18.1685263499968,-18.168526349996498,
Maryland Eastern Shore,2000,93.7840258024183,112.207676285948,67.5041448643612,-18.4236504835297,-18.4236504835297,
Yale,2000,88.9965059718982,107.494333272424,65.6942288025764,-18.4978273005254,-18.4978273005258,
The Citadel,2000,89.829634521722,108.77611512672,68.2123251022213,-18.9464806049977,-18.946480604998,
Stony Brook,2000,87.0511952503715,106.077023589245,65.8472816391346,-19.0258283388732,-19.025828338873495,
Delaware St.,2000,88.8099996537903,109.278593750463,64.1983482668184,-20.4685940966726,-20.468594096672703,
Loyola Marymount,2000,90.664619171679,111.564519566258,72.4254501066639,-20.8999003945791,-20.899900394578992,
Charleston Southern,2000,83.670344693871,104.714655387558,73.6300311328924,-21.0443106936873,-21.044310693686995,
Prairie View A&M,2000,91.9102440230431,112.972753265605,78.1761998739409,-21.0625092425622,-21.062509242561887,
Florida A&M,2000,84.560382338753,106.04367002008,73.8104023063064,-21.483287681327,-21.483287681327,
Army,2000,78.1190029114851,101.799058930558,67.0318012058201,-23.6800560190727,-23.680056019072907,
Morgan St.,2000,87.6096918324368,111.664977191715,72.1447134144669,-24.0552853592782,-24.0552853592782,
Arkansas Pine Bluff,2000,83.1845363341035,107.827962920884,74.3933029995056,-24.643426586781,-24.643426586780507,
New Hampshire,2000,84.9049707322957,112.182115523732,75.8855101423446,-27.2771447914367,-27.2771447914363,
Sacred Heart,2000,88.2506370834459,116.057096687996,72.332248298059,-27.80645960455,-27.8064596045501,
Grambling St.,2000,89.4666478488283,117.841676261914,76.3985083221539,-28.3750284130854,-28.3750284130857,
Florida Atlantic,2000,83.9137789254599,113.979366180586,70.937245615983,-30.0655872551259,-30.065587255126104,
Howard,2000,85.3487654788338,115.576394901313,74.2852951511572,-30.2276294224797,-30.227629422479197,
Duke,2001,124.098,86.5298,75.0153,37.5678,37.568200000000004,1.0
Stanford,2001,125.409,92.1783,66.6209,33.231,33.23070000000001,1.0
Michigan St.,2001,120.101,89.173,65.2918,30.9283,30.927999999999997,1.0
Arizona,2001,116.469,86.5783,71.0643,29.8902,29.890699999999995,2.0
Illinois,2001,115.464,88.0356,68.5154,27.4282,27.428399999999996,1.0
Maryland,2001,117.431,91.0978,72.057,26.3333,26.33319999999999,3.0
Kentucky,2001,116.905,91.769,70.3902,25.1357,25.135999999999996,2.0
Florida,2001,115.141,90.8637,70.7712,24.2775,24.27730000000001,3.0
Wake Forest,2001,112.417,88.5362,67.5562,23.8805,23.880800000000008,7.0
North Carolina,2001,114.169,90.2976,72.3051,23.871,23.871399999999994,2.0
Boston College,2001,117.542,94.1297,68.5354,23.4121,23.412300000000002,3.0
Virginia,2001,117.511,94.7561,71.329,22.7553,22.754899999999992,5.0
Kansas,2001,114.403,91.8136,72.898,22.5899,22.589400000000012,4.0
Indiana,2001,106.223,85.1362,69.1179,21.0867,21.086799999999997,4.0
Iowa St.,2001,114.3,94.0101,68.5303,20.2903,20.289900000000003,2.0
Oklahoma,2001,112.972,93.8535,64.7456,19.1183,19.118499999999997,4.0
Mississippi,2001,107.852,88.9492,66.6392,18.9024,18.9028,3.0
Temple,2001,117.975,99.1888,60.046,18.7866,18.786199999999994,11.0
UCLA,2001,113.27,94.7634,73.2723,18.5071,18.50659999999999,4.0
Wisconsin,2001,107.565,89.3163,58.3966,18.2483,18.2487,6.0
Tennessee,2001,113.387,95.3984,72.6716,17.9883,17.988600000000005,8.0
USC,2001,111.746,93.7797,70.4578,17.9665,17.96629999999999,6.0
Texas,2001,106.571,88.6629,68.0289,17.9078,17.908100000000005,6.0
California,2001,112.692,94.8721,67.2696,17.8195,17.81989999999999,8.0
Butler,2001,111.709,94.0611,62.9005,17.6478,17.647900000000007,10.0
Ohio St.,2001,110.968,93.4065,66.3464,17.5611,17.56150000000001,5.0
Arkansas,2001,109.839,92.602,71.3952,17.2374,17.236999999999995,7.0
Cincinnati,2001,113.23,96.0976,64.7578,17.1324,17.132400000000004,5.0
Creighton,2001,108.619,91.7553,67.7704,16.8632,16.863699999999994,10.0
Georgia Tech,2001,106.589,89.8913,72.3612,16.6979,16.697699999999998,8.0
Providence,2001,107.553,91.1996,70.6588,16.3536,16.353399999999993,10.0
Iowa,2001,112.761,96.5592,68.8137,16.2015,16.20179999999999,7.0
Xavier,2001,107.865,91.6881,69.5891,16.1769,16.17689999999999,11.0
St. Joseph's,2001,113.295,97.2211,70.8131,16.0738,16.073899999999995,9.0
Charlotte,2001,113.864,98.3191,70.7922,15.5448,15.544899999999998,9.0
BYU,2001,109.436,93.9034,66.0401,15.5326,15.532600000000002,12.0
Utah St.,2001,108.002,92.6518,63.2194,15.3504,15.350200000000001,12.0
Fresno St.,2001,106.935,91.6262,75.7883,15.3086,15.308800000000005,9.0
Alabama,2001,109.165,94.2399,69.5947,14.9256,14.9251,
Penn St.,2001,114.163,99.4609,71.7623,14.7022,14.702100000000002,7.0
Notre Dame,2001,110.982,96.296,70.7683,14.6856,14.685999999999993,6.0
Georgia,2001,110.996,96.4504,67.6317,14.5452,14.545599999999993,8.0
Purdue,2001,109.077,94.6744,70.16,14.4029,14.402599999999993,
Gonzaga,2001,117.007,102.832,69.4903,14.1747,14.175000000000011,12.0
Mississippi St.,2001,110.366,96.5004,69.111,13.8654,13.8656,
Georgetown,2001,106.771,92.917,72.2004,13.8542,13.854,10.0
Southern Miss,2001,105.999,92.3133,65.3914,13.6854,13.685699999999997,
Oklahoma St.,2001,104.36,90.8206,68.4174,13.5392,13.5394,11.0
Utah,2001,110.861,97.5657,65.1241,13.2951,13.295299999999997,
Richmond,2001,110.778,97.5171,62.5684,13.2614,13.260900000000007,
Syracuse,2001,108.368,95.497,67.253,12.8705,12.870999999999995,5.0
Auburn,2001,111.533,98.7046,68.4937,12.8286,12.828400000000002,
Western Kentucky,2001,105.949,93.2032,67.2937,12.7455,12.745800000000003,14.0
Kent St.,2001,108.776,96.1478,64.1481,12.6284,12.628199999999993,13.0
Tulsa,2001,111.644,99.0213,65.952,12.6224,12.622700000000009,
South Florida,2001,104.895,92.5388,71.3235,12.3558,12.356200000000001,
Pepperdine,2001,108.87,96.5802,69.4764,12.2898,12.2898,
Wyoming,2001,108.783,96.5185,73.1315,12.2642,12.264499999999998,
Missouri,2001,109.241,97.0248,68.7011,12.2158,12.2162,9.0
Connecticut,2001,109.155,97.2708,66.8354,11.8841,11.884200000000007,
South Carolina,2001,105.641,93.7602,65.4051,11.8806,11.880800000000008,
Dayton,2001,112.786,101.191,64.9439,11.5947,11.594999999999999,
Memphis,2001,105.731,94.2511,70.988,11.4797,11.4799,
Colorado,2001,109.259,97.9114,73.6976,11.3474,11.3476,
Arizona St.,2001,104.783,93.6656,71.2475,11.117,11.117400000000004,
Massachusetts,2001,103.733,92.6485,68.0019,11.0841,11.084500000000006,
Hofstra,2001,101.433,90.7535,68.2637,10.6791,10.679500000000004,13.0
TCU,2001,115.951,105.287,77.7798,10.6641,10.663999999999987,
Saint Louis,2001,103.751,93.28,67.8889,10.4711,10.471000000000004,
Detroit,2001,111.453,101.008,63.3708,10.4453,10.445000000000007,
Villanova,2001,109.507,99.1952,70.2708,10.3117,10.311800000000005,
Indiana St.,2001,110.164,100.412,67.3778,9.75204,9.751999999999995,13.0
Oregon,2001,108.743,99.0137,72.1721,9.72914,9.729299999999995,
Miami FL,2001,104.884,95.1581,67.1977,9.72599,9.725899999999996,
St. Bonaventure,2001,109.429,99.9706,66.7364,9.45791,9.458399999999997,
St. John's,2001,105.193,95.7545,69.0028,9.43846,9.438500000000005,
George Washington,2001,107.89,98.5299,71.3044,9.36001,9.360100000000003,
UTEP,2001,107.545,98.2893,72.2691,9.25574,9.255700000000004,
LSU,2001,104.474,95.2444,67.7158,9.22928,9.229600000000005,
Georgia St.,2001,110.314,101.132,71.2505,9.18199,9.181999999999988,11.0
Nebraska,2001,108.763,99.6553,65.9739,9.10812,9.107700000000008,
Toledo,2001,103.693,94.7157,68.5543,8.97756,8.9773,
Cal St. Northridge,2001,110.923,101.986,72.3423,8.93691,8.936999999999998,13.0
Baylor,2001,103.706,94.831,66.7962,8.87503,8.875,
Vanderbilt,2001,105.788,96.9307,68.2219,8.85739,8.857299999999995,
Minnesota,2001,106.734,97.9596,69.1296,8.77421,8.7744,
New Mexico,2001,104.344,95.8053,66.4859,8.53881,8.538699999999992,
Pittsburgh,2001,103.392,95.1813,65.2154,8.21095,8.210700000000003,
George Mason,2001,104.101,96.0561,68.4282,8.04444,8.044899999999998,14.0
UAB,2001,102.577,94.8984,69.4755,7.67852,7.678600000000003,
SMU,2001,108.967,101.517,67.9072,7.44963,7.450000000000003,
Illinois St.,2001,106.296,98.9715,70.0484,7.32495,7.3245000000000005,
Colorado St.,2001,106.178,98.8675,63.1824,7.31031,7.3104999999999905,
Marquette,2001,106.78,99.5792,61.7526,7.20082,7.200800000000001,
Marshall,2001,107.203,100.072,69.4091,7.13062,7.131,
Valparaiso,2001,104.805,97.7399,65.5923,7.06459,7.065100000000001,
Hawaii,2001,106.449,99.4574,67.8793,6.99157,6.991599999999991,12.0
Southern Utah,2001,106.458,99.5718,65.9008,6.88624,6.886200000000002,14.0
Seton Hall,2001,102.445,95.6383,72.2832,6.80629,6.806699999999992,
Ohio,2001,105.828,99.228,70.6409,6.60016,6.6000000000000085,
San Diego,2001,102.857,96.7213,66.5181,6.13565,6.1357,
Wisconsin Milwaukee,2001,104.639,98.6306,64.6479,6.00792,6.008399999999995,
UNC Wilmington,2001,99.4099,93.4354,62.1832,5.97444,5.974499999999992,
Delaware,2001,104.126,98.3134,68.4098,5.81219,5.812600000000003,
Miami OH,2001,103.642,97.8796,58.3845,5.76222,5.7623999999999995,
Bradley,2001,102.793,97.3049,64.0815,5.4879,5.488100000000003,
Rutgers,2001,106.555,101.073,62.8738,5.48135,5.4820000000000135,
College of Charleston,2001,104.524,99.138,60.6723,5.38615,5.385999999999996,
UNLV,2001,104.701,99.892,72.9412,4.80928,4.8089999999999975,
West Virginia,2001,105.952,101.26,70.2475,4.69196,4.691999999999993,
Santa Clara,2001,101.195,96.6164,69.2617,4.579,4.5785999999999945,
Eastern Illinois,2001,110.402,106.049,71.8547,4.35337,4.352999999999994,15.0
Kansas St.,2001,97.3969,93.4118,66.3953,3.98509,3.9851000000000028,
South Alabama,2001,102.811,98.856,65.5605,3.95535,3.9550000000000125,
Austin Peay,2001,112.454,108.614,65.4662,3.83979,3.839999999999989,
Cleveland St.,2001,103.207,99.4315,66.9118,3.77521,3.775499999999994,
Ball St.,2001,105.27,101.615,65.9181,3.65488,3.655000000000001,
McNeese St.,2001,106.018,102.629,75.6154,3.38983,3.388999999999996,
Bowling Green,2001,106.098,102.728,70.369,3.36985,3.3700000000000045,
DePaul,2001,106.576,103.343,67.9924,3.23359,3.23299999999999,
Florida St.,2001,105.9,102.913,65.5249,2.98707,2.987000000000009,
La Salle,2001,103.724,100.869,66.3921,2.85478,2.855000000000004,
San Jose St.,2001,101.683,98.8441,61.449,2.83933,2.8389000000000095,
Clemson,2001,105.577,102.861,71.7301,2.71559,2.715999999999994,
Tennessee Tech,2001,106.82,104.121,68.251,2.69849,2.698999999999998,
Southern Illinois,2001,104.997,102.372,69.432,2.62498,2.625,
UC Irvine,2001,99.2131,96.6073,67.0266,2.60579,2.605800000000002,
Siena,2001,103.434,101.046,70.7824,2.38813,2.387999999999991,
Washington St.,2001,101.92,99.6536,66.1921,2.26675,2.2664000000000044,
Holy Cross,2001,100.116,97.8997,63.4726,2.21637,2.216300000000004,15.0
San Diego St.,2001,100.632,98.5038,66.6507,2.12861,2.1282000000000068,
Oregon St.,2001,105.122,103.101,58.6648,2.02184,2.021000000000001,
Wright St.,2001,102.043,100.101,68.6651,1.94214,1.9420000000000073,
Northwestern,2001,99.2358,97.4023,61.7295,1.83341,1.8335000000000008,
New Mexico St.,2001,103.863,102.034,67.1468,1.82844,1.8289999999999935,
Louisiana Lafayette,2001,103.684,101.861,72.6367,1.8227,1.8229999999999933,
Eastern Washington,2001,100.15,98.4076,67.7101,1.74235,1.7424000000000035,
Central Michigan,2001,105.378,103.914,66.4821,1.46391,1.4639999999999986,
Pacific,2001,99.9979,98.5387,65.937,1.45916,1.4591999999999956,
VCU,2001,103.838,102.386,68.9589,1.4519,1.4519999999999982,
Old Dominion,2001,99.3413,97.9948,68.1386,1.34647,1.346500000000006,
Arkansas Little Rock,2001,101.429,100.117,67.7204,1.31208,1.3119999999999976,
Louisville,2001,104.113,102.876,67.2831,1.23713,1.2369999999999948,
Manhattan,2001,102.298,101.125,67.7594,1.17232,1.1730000000000018,
Michigan,2001,107.293,106.196,68.9082,1.09694,1.0970000000000084,
Illinois Chicago,2001,101.22,100.252,67.7246,0.967834,0.9680000000000035,
Iona,2001,101.958,101.004,72.8067,0.954416,0.9539999999999935,14.0
Southwest Missouri St.,2001,102.916,101.981,63.5802,0.934494,0.9350000000000023,
Rice,2001,98.1174,97.3459,62.621,0.771561,0.7715000000000032,
Chattanooga,2001,105.03,104.312,66.1298,0.717255,0.7180000000000035,
Murray St.,2001,105.914,105.46,71.4673,0.454372,0.45400000000000773,
Drake,2001,105.863,105.448,65.7813,0.415262,0.41500000000000625,
North Carolina St.,2001,102.067,101.686,68.4537,0.38131,0.380999999999986,
Louisiana Tech,2001,100.021,99.943,64.4659,0.078308,0.07800000000000296,
Fordham,2001,102.009,101.94,74.0905,0.0696324,0.06900000000000261,
Hampton,2001,106.158,106.114,70.0956,0.0437103,0.04399999999999693,15.0
Boise St.,2001,101.665,101.658,68.8165,0.00746589,0.007000000000005002,
Navy,2001,98.1935,98.2875,74.7454,-0.0940548,-0.09399999999999409,
Princeton,2001,101.763,102.177,56.0627,-0.414098,-0.4140000000000015,15.0
UMKC,2001,99.9996,100.497,60.8093,-0.496951,-0.49739999999999895,
Winthrop,2001,97.8645,98.4853,62.5648,-0.620731,-0.6207999999999885,16.0
Canisius,2001,105.605,106.255,69.6719,-0.650689,-0.6499999999999915,
East Tennessee St.,2001,97.5858,98.321,68.5861,-0.735214,-0.7351999999999919,
Nevada,2001,97.5042,98.3218,70.7894,-0.817592,-0.8175999999999988,
Southeast Missouri St.,2001,101.307,102.185,65.8077,-0.878333,-0.8780000000000001,
Marist,2001,98.1103,99.1359,67.5294,-1.02561,-1.0256000000000114,
Weber St.,2001,106.66,107.854,70.8193,-1.19388,-1.1940000000000026,
Monmouth,2001,97.3611,98.5732,67.2067,-1.21212,-1.2121000000000066,16.0
Samford,2001,101.111,102.457,59.9192,-1.34616,-1.3459999999999894,
Drexel,2001,103.683,105.076,69.7092,-1.39327,-1.3929999999999865,
Montana St.,2001,103.635,105.094,67.9411,-1.45901,-1.458999999999989,
Long Beach St.,2001,102.43,104.004,71.9602,-1.57365,-1.573999999999998,
Texas Tech,2001,97.3195,98.9298,70.7498,-1.61025,-1.6102999999999952,
Evansville,2001,103.227,104.918,66.3417,-1.691,-1.6910000000000025,
New Orleans,2001,99.9456,101.676,64.3118,-1.73012,-1.730400000000003,
Troy St.,2001,105.671,107.486,67.7716,-1.81496,-1.8149999999999977,
Maine,2001,105.298,107.253,69.9139,-1.95459,-1.9549999999999983,
Northern Arizona,2001,103.659,105.698,64.2414,-2.03846,-2.0389999999999873,
Youngstown St.,2001,101.748,103.808,66.5711,-2.06074,-2.0600000000000023,
Penn,2001,100.333,102.541,65.5546,-2.20871,-2.2079999999999984,
Wofford,2001,102.926,105.394,66.206,-2.4685,-2.4680000000000035,
Wichita St.,2001,98.7674,101.347,64.8537,-2.57931,-2.5795999999999992,
East Carolina,2001,102.259,105.059,69.9354,-2.79957,-2.799999999999997,
Texas A&M,2001,102.269,105.216,69.2618,-2.94662,-2.9469999999999885,
UNC Greensboro,2001,102.724,105.697,69.053,-2.97309,-2.972999999999999,16.0
Washington,2001,96.1822,99.1567,72.4419,-2.97446,-2.974500000000006,
Idaho St.,2001,104.03,107.014,67.4291,-2.98472,-2.9839999999999947,
Arkansas St.,2001,104.114,107.151,68.9115,-3.03736,-3.036999999999992,
Houston,2001,100.337,103.557,67.294,-3.2199,-3.219999999999999,
Niagara,2001,102.392,106.274,69.6288,-3.88284,-3.882000000000005,
Jacksonville,2001,98.0843,102.036,66.0184,-3.9517,-3.9517000000000024,
Rider,2001,102.334,106.321,67.1239,-3.98771,-3.9869999999999948,
UC Santa Barbara,2001,99.285,103.284,68.2175,-3.99886,-3.9990000000000094,
Stetson,2001,101.996,106.056,68.7653,-4.05925,-4.060000000000002,
Boston University,2001,102.208,106.291,63.257,-4.08302,-4.082999999999998,
Wisconsin Green Bay,2001,98.0839,102.2,61.0823,-4.11651,-4.116100000000003,
Georgia Southern,2001,101.803,105.924,73.8139,-4.1217,-4.121000000000009,
Akron,2001,104.107,108.389,66.0571,-4.28147,-4.2819999999999965,
Duquesne,2001,102.106,106.454,70.3881,-4.34851,-4.347999999999999,
Sam Houston St.,2001,98.6359,103.021,72.3745,-4.38537,-4.385099999999994,
St. Francis NY,2001,100.072,104.507,73.5244,-4.43461,-4.435000000000002,
Alabama St.,2001,94.6376,99.1054,64.3766,-4.46782,-4.467799999999997,16.0
San Francisco,2001,99.893,104.579,67.0474,-4.68602,-4.685999999999993,
IUPUI,2001,99.0124,103.716,67.8347,-4.70377,-4.7035999999999945,
Texas A&M Corpus Christi,2001,103.524,108.566,76.8163,-5.04203,-5.042000000000002,
The Citadel,2001,97.8212,102.9,66.0404,-5.07889,-5.078800000000001,
James Madison,2001,98.1076,103.219,66.3669,-5.11149,-5.111399999999989,
Air Force,2001,103.455,108.823,56.5365,-5.36745,-5.367999999999995,
William & Mary,2001,96.5304,101.945,64.1747,-5.41481,-5.414599999999993,
UMBC,2001,100.784,106.22,71.1121,-5.43661,-5.435999999999993,
South Carolina St.,2001,94.7106,100.259,66.3159,-5.5485,-5.548400000000001,
Radford,2001,97.494,103.167,72.4644,-5.67338,-5.673000000000002,
Fairfield,2001,99.8714,105.584,70.1756,-5.71252,-5.712600000000009,
Texas Pan American,2001,103.036,108.873,69.4081,-5.83696,-5.837000000000003,
Tennessee St.,2001,102.855,108.846,73.7726,-5.99129,-5.991,
Mississippi Valley St.,2001,106.85,112.945,69.1242,-6.09531,-6.094999999999999,
Montana,2001,103.282,109.64,65.3996,-6.35871,-6.358000000000004,
Oakland,2001,104.911,111.304,71.244,-6.39306,-6.393000000000001,
Northwestern St.,2001,94.6194,101.19,73.9304,-6.57108,-6.570599999999999,16.0
UTSA,2001,97.1116,103.685,73.8685,-6.57293,-6.573400000000007,
Harvard,2001,95.0181,101.699,73.3235,-6.68068,-6.680899999999994,
Wagner,2001,98.5579,105.311,78.1066,-6.7526,-6.753100000000003,
Northern Iowa,2001,91.3434,98.1239,66.4515,-6.78052,-6.7805000000000035,
Furman,2001,96.5444,103.533,64.507,-6.98826,-6.988600000000005,
Mercer,2001,99.4361,106.494,66.5415,-7.05804,-7.057900000000004,
Portland,2001,97.3025,104.764,67.7355,-7.46172,-7.461500000000001,
Loyola Chicago,2001,99.1713,106.746,69.6527,-7.57498,-7.574699999999993,
Belmont,2001,106.48,114.171,67.4682,-7.69128,-7.6910000000000025,
Brown,2001,100.25,107.948,72.6602,-7.69787,-7.697999999999993,
Davidson,2001,94.1768,102.084,69.8964,-7.90708,-7.907200000000003,
Morehead St.,2001,98.2572,106.201,67.0314,-7.94396,-7.943799999999996,
Virginia Tech,2001,97.7649,105.724,67.0845,-7.95959,-7.9591000000000065,
Tulane,2001,100.148,108.122,72.6657,-7.9742,-7.974000000000004,
Cal Poly,2001,104.551,112.544,73.5813,-7.99267,-7.992999999999995,
Stony Brook,2001,98.3329,106.753,65.7746,-8.41965,-8.420100000000005,
UT Arlington,2001,94.2701,102.819,73.2145,-8.54879,-8.548900000000003,
Lafayette,2001,101.888,110.439,70.5046,-8.55044,-8.550999999999988,
Loyola Marymount,2001,96.5461,105.306,67.2185,-8.75951,-8.759900000000002,
Denver,2001,91.3583,100.125,70.9797,-8.76665,-8.7667,
UNC Asheville,2001,97.852,106.648,67.098,-8.79562,-8.795999999999992,
Tennessee Martin,2001,95.2549,104.097,69.5453,-8.84199,-8.842099999999988,
Rhode Island,2001,95.6623,104.566,71.8263,-8.90399,-8.9037,
Western Michigan,2001,98.6199,108.003,66.4902,-9.38259,-9.383099999999999,
Central Connecticut,2001,99.9465,109.509,67.6568,-9.56292,-9.5625,
Southwest Texas St.,2001,95.0829,105.086,68.5671,-10.0029,-10.003100000000003,
Nicholls St.,2001,96.3911,106.495,68.1568,-10.1041,-10.10390000000001,
UCF,2001,96.9579,107.065,69.8735,-10.107,-10.107100000000003,
Lehigh,2001,91.2498,101.629,71.8306,-10.3789,-10.379200000000012,
Alcorn St.,2001,97.1753,107.575,73.166,-10.3994,-10.39970000000001,
Portland St.,2001,95.0839,105.581,71.0349,-10.4968,-10.497100000000003,
Coppin St.,2001,94.0599,104.562,65.3508,-10.5022,-10.502099999999999,
Yale,2001,93.0278,103.587,67.363,-10.5589,-10.559200000000004,
Vermont,2001,100.698,111.392,70.0233,-10.6941,-10.694000000000003,
Towson,2001,94.6602,105.402,68.7991,-10.7415,-10.741799999999998,
Northeastern,2001,99.784,110.766,72.0527,-10.982,-10.982,
American,2001,91.9337,102.984,64.0913,-11.0498,-11.050299999999993,
Norfolk St.,2001,97.3515,108.413,72.9843,-11.062,-11.061499999999995,
Bucknell,2001,91.8354,102.934,67.2712,-11.0982,-11.09859999999999,
Columbia,2001,89.2381,100.491,60.3896,-11.2529,-11.252899999999997,
Alabama A&M,2001,89.984,101.242,74.7798,-11.2575,-11.25800000000001,
Colgate,2001,96.0176,107.291,68.7279,-11.2733,-11.273399999999995,
Louisiana Monroe,2001,94.529,105.846,72.5918,-11.3165,-11.317000000000007,
Fairleigh Dickinson,2001,96.3531,107.696,65.7077,-11.343,-11.3429,
FIU,2001,96.9984,108.73,59.9485,-11.732,-11.7316,
